OrderNumber,OrderDate,CustomerCode
SO0002480,2023-12-04,CUST00058
SO0002481,2025-01-02,CUST00320
SO0002482,2024-03-09,CUST00325
SO0002483,2025-01-29,CUST00475
SO0002484,2021-10-25,CUST00481
SO0002485,2023-07-18,CUST00302
SO0002486,2023-06-20,CUST00347
SO0002487,2025-05-19,CUST00302
SO0002488,2021-10-21,CUST00226
SO0002489,2022-01-07,CUST00413
SO0002490,2021-11-04,CUST00235
SO0002491,2023-01-15,CUST00473
SO0002492,2021-09-21,CUST00296
SO0002493,2021-06-16,CUST00235
SO0002494,2025-10-31,CUST00422
SO0002495,2022-12-06,CUST00430
SO0002496,2024-11-25,CUST00394
SO0002497,2024-01-01,CUST00207
SO0002498,2025-04-04,CUST00067
SO0002499,2023-08-22,CUST00466
SO0002500,2021-01-10,CUST00497
SO0002501,2025-06-15,CUST00116
SO0002502,2021-05-19,CUST00467
SO0002503,2023-06-06,CUST00100
SO0002504,2022-09-09,CUST00437
SO0002505,2023-05-05,CUST00286
SO0002506,2021-12-02,CUST00320
SO0002507,2022-12-04,CUST00056
SO0002508,2022-04-09,CUST00362
SO0002509,2022-05-01,CUST00205
SO0002510,2024-05-30,CUST00016
SO0002511,2023-04-04,CUST00127
SO0002512,2022-10-30,CUST00394
SO0002513,2025-05-02,CUST00149
SO0002514,2024-12-15,CUST00390
SO0002515,2021-09-15,CUST00226
SO0002516,2025-07-22,CUST00235
SO0002517,2024-04-19,CUST00438
SO0002518,2023-08-12,CUST00025
SO0002519,2023-05-12,CUST00292
SO0002520,2021-10-23,CUST00412
SO0002521,2022-11-02,CUST00140
SO0002522,2022-11-07,CUST00187
SO0002523,2024-06-21,CUST00134
SO0002524,2021-08-05,CUST00305
SO0002525,2022-11-18,CUST00298
SO0002526,2024-09-27,CUST00250
SO0002527,2022-05-11,CUST00396
SO0002528,2024-06-27,CUST00012
SO0002529,2025-04-15,CUST00252
SO0002530,2024-04-29,CUST00318
SO0002531,2022-08-21,CUST00133
SO0002532,2024-05-15,CUST00283
SO0002533,2022-09-16,CUST00448
SO0002534,2022-12-25,CUST00265
SO0002535,2024-01-04,CUST00421
SO0002536,2025-04-11,CUST00314
SO0002537,2025-02-04,CUST00167
SO0002538,2024-06-26,CUST00253
SO0002539,2025-01-04,CUST00208
SO0002540,2025-06-14,CUST00193
SO0002541,2025-11-23,CUST00092
SO0002542,2021-05-04,CUST00399
SO0002543,2025-11-09,CUST00485
SO0002544,2021-11-29,CUST00313
SO0002545,2025-09-23,CUST00451
SO0002546,2022-07-03,CUST00101
SO0002547,2021-08-25,CUST00454
SO0002548,2024-09-18,CUST00313
SO0002549,2023-07-12,CUST00231
SO0002550,2024-11-27,CUST00349
SO0002551,2022-10-17,CUST00413
SO0002552,2022-12-24,CUST00476
SO0002553,2024-06-06,CUST00402
SO0002554,2023-01-16,CUST00446
SO0002555,2021-12-09,CUST00009
SO0002556,2021-12-15,CUST00456
SO0002557,2022-07-20,CUST00484
SO0002558,2021-09-21,CUST00304
SO0002559,2022-12-20,CUST00117
SO0002560,2024-08-10,CUST00330
SO0002561,2025-02-23,CUST00027
SO0002562,2023-01-19,CUST00220
SO0002563,2021-03-15,CUST00037
SO0002564,2021-04-25,CUST00184
SO0002565,2022-04-29,CUST00469
SO0002566,2023-09-13,CUST00046
SO0002567,2023-05-08,CUST00103
SO0002568,2021-09-09,CUST00484
SO0002569,2024-02-29,CUST00122
SO0002570,2024-06-29,CUST00210
SO0002571,2022-08-17,CUST00371
SO0002572,2024-02-07,CUST00291
SO0002573,2025-03-17,CUST00312
SO0002574,2022-03-17,CUST00095
SO0002575,2021-12-26,CUST00156
SO0002576,2021-07-13,CUST00257
SO0002577,2022-01-12,CUST00169
SO0002578,2023-10-28,CUST00310
SO0002579,2025-02-19,CUST00119
SO0002580,2025-04-10,CUST00327
SO0002581,2025-01-17,CUST00147
SO0002582,2024-12-06,CUST00155
SO0002583,2024-06-11,CUST00258
SO0002584,2025-07-22,CUST00225
SO0002585,2023-05-28,CUST00338
SO0002586,2025-07-17,CUST00025
SO0002587,2025-01-02,CUST00160
SO0002588,2022-04-01,CUST00166
SO0002589,2021-08-29,CUST00488
SO0002590,2021-06-09,CUST00016
SO0002591,2024-06-30,CUST00205
SO0002592,2023-12-31,CUST00137
SO0002593,2024-05-23,CUST00380
SO0002594,2023-09-23,CUST00333
SO0002595,2025-05-23,CUST00450
SO0002596,2021-10-28,CUST00357
SO0002597,2023-11-22,CUST00282
SO0002598,2022-03-16,CUST00251
SO0002599,2023-11-08,CUST00169
SO0002600,2023-02-10,CUST00250
SO0002601,2023-09-28,CUST00017
SO0002602,2023-05-17,CUST00427
SO0002603,2024-10-28,CUST00093
SO0002604,2024-04-29,CUST00136
SO0002605,2024-01-05,CUST00129
SO0002606,2025-11-27,CUST00012
SO0002607,2025-05-29,CUST00441
SO0002608,2025-09-30,CUST00165
SO0002609,2022-05-20,CUST00045
SO0002610,2022-05-22,CUST00303
SO0002611,2025-09-26,CUST00277
SO0002612,2025-03-19,CUST00208
SO0002613,2023-11-21,CUST00154
SO0002614,2025-06-14,CUST00276
SO0002615,2021-02-08,CUST00008
SO0002616,2025-05-10,CUST00030
SO0002617,2025-09-25,CUST00078
SO0002618,2024-04-03,CUST00183
SO0002619,2024-06-08,CUST00011
SO0002620,2025-10-05,CUST00383
SO0002621,2022-07-27,CUST00131
SO0002622,2022-10-08,CUST00487
SO0002623,2025-03-07,CUST00382
SO0002624,2025-11-02,CUST00296
SO0002625,2022-01-25,CUST00331
SO0002626,2024-03-18,CUST00388
SO0002627,2023-03-20,CUST00296
SO0002628,2023-09-12,CUST00222
SO0002629,2023-11-30,CUST00200
SO0002630,2022-09-23,CUST00008
SO0002631,2023-11-01,CUST00475
SO0002632,2023-12-10,CUST00211
SO0002633,2025-01-09,CUST00286
SO0002634,2022-06-14,CUST00359
SO0002635,2024-01-26,CUST00257
SO0002636,2024-05-13,CUST00052
SO0002637,2025-08-14,CUST00411
SO0002638,2022-05-01,CUST00469
SO0002639,2024-01-06,CUST00045
SO0002640,2022-04-30,CUST00213
SO0002641,2021-08-19,CUST00233
SO0002642,2025-01-25,CUST00303
SO0002643,2022-01-26,CUST00143
SO0002644,2021-03-22,CUST00150
SO0002645,2024-12-07,CUST00037
SO0002646,2024-01-05,CUST00375
SO0002647,2023-08-06,CUST00483
SO0002648,2024-02-13,CUST00223
SO0002649,2025-11-25,CUST00080
SO0002650,2025-11-15,CUST00150
SO0002651,2022-03-17,CUST00141
SO0002652,2024-05-05,CUST00482
SO0002653,2023-07-20,CUST00087
SO0002654,2025-01-29,CUST00313
SO0002655,2021-03-17,CUST00050
SO0002656,2023-01-06,CUST00227
SO0002657,2024-02-18,CUST00346
SO0002658,2021-09-23,CUST00408
SO0002659,2025-04-03,CUST00167
SO0002660,2024-07-07,CUST00191
SO0002661,2023-03-18,CUST00486
SO0002662,2024-05-29,CUST00136
SO0002663,2023-03-27,CUST00457
SO0002664,2025-05-29,CUST00150
SO0002665,2022-06-30,CUST00309
SO0002666,2023-05-18,CUST00207
SO0002667,2022-09-07,CUST00478
SO0002668,2023-02-02,CUST00244
SO0002669,2022-09-18,CUST00446
SO0002670,2023-07-13,CUST00271
SO0002671,2024-12-09,CUST00023
SO0002672,2021-09-07,CUST00035
SO0002673,2024-12-02,CUST00375
SO0002674,2022-06-02,CUST00254
SO0002675,2024-01-03,CUST00311
SO0002676,2022-05-17,CUST00099
SO0002677,2021-08-07,CUST00452
SO0002678,2021-03-31,CUST00289
SO0002679,2022-03-01,CUST00372
SO0002680,2021-06-29,CUST00430
SO0002681,2021-01-14,CUST00254
SO0002682,2021-08-19,CUST00470
SO0002683,2021-03-11,CUST00040
SO0002684,2025-10-26,CUST00475
SO0002685,2023-07-19,CUST00293
SO0002686,2024-01-04,CUST00314
SO0002687,2021-07-08,CUST00014
SO0002688,2021-01-28,CUST00471
SO0002689,2024-12-31,CUST00097
SO0002690,2025-08-23,CUST00372
SO0002691,2024-08-08,CUST00402
SO0002692,2022-04-27,CUST00050
SO0002693,2023-07-05,CUST00445
SO0002694,2022-01-08,CUST00292
SO0002695,2021-09-23,CUST00299
SO0002696,2025-07-07,CUST00268
SO0002697,2021-11-30,CUST00432
SO0002698,2025-03-08,CUST00164
SO0002699,2023-03-13,CUST00193
SO0002700,2022-06-17,CUST00330
SO0002701,2023-09-30,CUST00449
SO0002702,2022-10-30,CUST00323
SO0002703,2023-10-28,CUST00179
SO0002704,2021-07-02,CUST00233
SO0002705,2023-12-17,CUST00495
SO0002706,2024-07-05,CUST00463
SO0002707,2023-06-08,CUST00420
SO0002708,2025-04-02,CUST00388
SO0002709,2025-05-25,CUST00297
SO0002710,2025-01-05,CUST00460
SO0002711,2024-04-01,CUST00169
SO0002712,2023-12-08,CUST00321
SO0002713,2022-03-10,CUST00422
SO0002714,2025-02-06,CUST00210
SO0002715,2023-11-17,CUST00147
SO0002716,2025-03-20,CUST00045
SO0002717,2023-02-07,CUST00421
SO0002718,2025-01-21,CUST00133
SO0002719,2024-08-25,CUST00009
SO0002720,2025-11-21,CUST00269
SO0002721,2021-01-22,CUST00072
SO0002722,2021-04-26,CUST00247
SO0002723,2025-06-13,CUST00049
SO0002724,2022-03-20,CUST00349
SO0002725,2022-02-12,CUST00241
SO0002726,2025-12-26,CUST00185
SO0002727,2022-04-27,CUST00211
SO0002728,2022-11-01,CUST00405
SO0002729,2024-04-25,CUST00184
SO0002730,2021-12-26,CUST00327
SO0002731,2022-07-01,CUST00094
SO0002732,2024-02-12,CUST00362
SO0002733,2023-03-03,CUST00292
SO0002734,2023-08-10,CUST00403
SO0002735,2025-05-21,CUST00320
SO0002736,2022-03-06,CUST00298
SO0002737,2023-05-23,CUST00051
SO0002738,2022-10-08,CUST00480
SO0002739,2025-10-02,CUST00461
SO0002740,2024-03-21,CUST00092
SO0002741,2023-06-28,CUST00434
SO0002742,2025-08-16,CUST00434
SO0002743,2022-11-13,CUST00057
SO0002744,2022-05-29,CUST00291
SO0002745,2023-12-13,CUST00190
SO0002746,2025-06-15,CUST00441
SO0002747,2023-10-16,CUST00035
SO0002748,2025-05-18,CUST00400
SO0002749,2024-12-18,CUST00239
SO0002750,2024-06-20,CUST00371
SO0002751,2025-03-05,CUST00047
SO0002752,2022-07-04,CUST00124
SO0002753,2025-05-21,CUST00190
SO0002754,2021-01-31,CUST00367
SO0002755,2021-08-14,CUST00442
SO0002756,2023-02-28,CUST00132
SO0002757,2023-08-29,CUST00069
SO0002758,2024-01-26,CUST00349
SO0002759,2021-09-15,CUST00079
SO0002760,2021-06-22,CUST00326
SO0002761,2025-09-14,CUST00480
SO0002762,2024-05-11,CUST00057
SO0002763,2024-09-21,CUST00461
SO0002764,2025-10-09,CUST00010
SO0002765,2025-12-14,CUST00457
SO0002766,2024-02-22,CUST00413
SO0002767,2022-04-30,CUST00141
SO0002768,2025-07-21,CUST00270
SO0002769,2021-05-10,CUST00281
SO0002770,2023-04-04,CUST00263
SO0002771,2024-10-06,CUST00212
SO0002772,2023-05-08,CUST00021
SO0002773,2025-12-24,CUST00121
SO0002774,2025-06-20,CUST00272
SO0002775,2025-05-16,CUST00091
SO0002776,2022-10-05,CUST00041
SO0002777,2025-12-14,CUST00349
SO0002778,2025-11-09,CUST00422
SO0002779,2023-06-24,CUST00361
SO0002780,2021-12-31,CUST00115
SO0002781,2022-11-16,CUST00174
SO0002782,2022-12-24,CUST00479
SO0002783,2022-04-13,CUST00052
SO0002784,2023-06-20,CUST00109
SO0002785,2021-11-15,CUST00164
SO0002786,2024-06-06,CUST00225
SO0002787,2025-08-18,CUST00112
SO0002788,2022-01-17,CUST00023
SO0002789,2022-09-27,CUST00140
SO0002790,2022-12-25,CUST00395
SO0002791,2021-02-11,CUST00484
SO0002792,2022-06-16,CUST00247
SO0002793,2022-11-22,CUST00289
SO0002794,2025-06-19,CUST00045
SO0002795,2024-08-08,CUST00382
SO0002796,2022-03-26,CUST00028
SO0002797,2024-12-23,CUST00045
SO0002798,2025-03-11,CUST00063
SO0002799,2023-05-02,CUST00172
SO0002800,2024-04-23,CUST00474
SO0002801,2023-05-12,CUST00400
SO0002802,2025-11-27,CUST00400
SO0002803,2024-08-19,CUST00110
SO0002804,2021-01-15,CUST00484
SO0002805,2022-03-29,CUST00048
SO0002806,2024-01-01,CUST00045
SO0002807,2022-12-11,CUST00400
SO0002808,2021-03-24,CUST00271
SO0002809,2023-08-30,CUST00128
SO0002810,2023-09-22,CUST00426
SO0002811,2024-02-18,CUST00282
SO0002812,2022-08-03,CUST00278
SO0002813,2024-10-06,CUST00262
SO0002814,2021-02-08,CUST00264
SO0002815,2021-10-31,CUST00458
SO0002816,2022-01-08,CUST00150
SO0002817,2023-01-21,CUST00048
SO0002818,2022-04-04,CUST00324
SO0002819,2025-10-06,CUST00222
SO0002820,2023-06-12,CUST00390
SO0002821,2025-08-05,CUST00151
SO0002822,2022-02-17,CUST00188
SO0002823,2021-02-17,CUST00481
SO0002824,2021-05-31,CUST00362
SO0002825,2023-03-30,CUST00134
SO0002826,2022-04-09,CUST00211
SO0002827,2023-06-17,CUST00350
SO0002828,2022-03-15,CUST00424
SO0002829,2024-06-26,CUST00205
SO0002830,2025-08-24,CUST00032
SO0002831,2023-05-27,CUST00405
SO0002832,2021-09-27,CUST00019
SO0002833,2022-01-01,CUST00477
SO0002834,2024-07-25,CUST00404
SO0002835,2025-11-07,CUST00008
SO0002836,2022-12-09,CUST00272
SO0002837,2021-11-07,CUST00500
SO0002838,2023-08-21,CUST00127
SO0002839,2021-09-22,CUST00360
SO0002840,2025-01-16,CUST00052
SO0002841,2024-03-08,CUST00486
SO0002842,2023-03-17,CUST00051
SO0002843,2025-10-07,CUST00172
SO0002844,2025-08-13,CUST00087
SO0002845,2024-09-17,CUST00163
SO0002846,2024-09-03,CUST00360
SO0002847,2023-08-05,CUST00414
SO0002848,2022-06-09,CUST00097
SO0002849,2024-04-29,CUST00031
SO0002850,2025-04-22,CUST00092
SO0002851,2021-11-30,CUST00286
SO0002852,2024-12-20,CUST00310
SO0002853,2021-04-26,CUST00005
SO0002854,2021-09-30,CUST00443
SO0002855,2022-11-08,CUST00288
SO0002856,2021-05-11,CUST00278
SO0002857,2025-02-16,CUST00221
SO0002858,2025-04-16,CUST00340
SO0002859,2024-04-04,CUST00014
SO0002860,2024-11-08,CUST00330
SO0002861,2022-01-18,CUST00236
SO0002862,2022-09-05,CUST00211
SO0002863,2024-10-24,CUST00114
SO0002864,2022-09-01,CUST00111
SO0002865,2024-03-18,CUST00432
SO0002866,2022-04-29,CUST00210
SO0002867,2021-07-22,CUST00375
SO0002868,2022-11-30,CUST00243
SO0002869,2025-05-13,CUST00057
SO0002870,2022-06-11,CUST00352
SO0002871,2025-02-06,CUST00201
SO0002872,2021-11-25,CUST00088
SO0002873,2024-12-22,CUST00489
SO0002874,2021-12-11,CUST00485
SO0002875,2021-12-07,CUST00397
SO0002876,2021-03-05,CUST00388
SO0002877,2025-12-17,CUST00227
SO0002878,2025-08-03,CUST00359
SO0002879,2025-10-03,CUST00206
SO0002880,2021-03-07,CUST00336
SO0002881,2025-11-23,CUST00018
SO0002882,2021-10-01,CUST00406
SO0002883,2024-10-27,CUST00082
SO0002884,2025-03-21,CUST00440
SO0002885,2022-10-10,CUST00038
SO0002886,2024-09-11,CUST00360
SO0002887,2025-08-29,CUST00465
SO0002888,2024-04-10,CUST00265
SO0002889,2022-06-26,CUST00492
SO0002890,2021-09-30,CUST00282
SO0002891,2021-11-18,CUST00169
SO0002892,2021-07-05,CUST00028
SO0002893,2022-04-30,CUST00362
SO0002894,2023-09-20,CUST00095
SO0002895,2021-02-02,CUST00377
SO0002896,2025-07-11,CUST00252
SO0002897,2022-11-07,CUST00318
SO0002898,2025-09-06,CUST00099
SO0002899,2021-03-22,CUST00237
SO0002900,2025-09-08,CUST00053
SO0002901,2021-10-19,CUST00040
SO0002902,2022-11-16,CUST00005
SO0002903,2023-12-29,CUST00274
SO0002904,2023-06-07,CUST00430
SO0002905,2021-07-19,CUST00002
SO0002906,2021-07-07,CUST00412
SO0002907,2021-07-08,CUST00159
SO0002908,2024-02-21,CUST00292
SO0002909,2025-11-28,CUST00444
SO0002910,2024-12-19,CUST00268
SO0002911,2021-05-08,CUST00003
SO0002912,2025-01-07,CUST00340
SO0002913,2024-11-27,CUST00463
SO0002914,2022-11-12,CUST00280
SO0002915,2022-11-22,CUST00091
SO0002916,2024-08-14,CUST00147
SO0002917,2025-03-13,CUST00444
SO0002918,2021-01-12,CUST00020
SO0002919,2025-10-20,CUST00038
SO0002920,2022-04-28,CUST00154
SO0002921,2023-07-15,CUST00269
SO0002922,2022-06-09,CUST00057
SO0002923,2022-12-12,CUST00081
SO0002924,2022-05-17,CUST00140
SO0002925,2024-08-10,CUST00048
SO0002926,2021-08-27,CUST00367
SO0002927,2023-10-03,CUST00358
SO0002928,2022-08-24,CUST00420
SO0002929,2022-05-22,CUST00134
SO0002930,2022-11-02,CUST00360
SO0002931,2023-08-12,CUST00020
SO0002932,2021-07-12,CUST00253
SO0002933,2023-11-06,CUST00355
SO0002934,2023-01-01,CUST00276
SO0002935,2021-06-08,CUST00200
SO0002936,2023-09-16,CUST00278
SO0002937,2024-04-30,CUST00419
SO0002938,2022-11-19,CUST00411
SO0002939,2023-09-06,CUST00116
SO0002940,2025-11-08,CUST00438
SO0002941,2023-06-20,CUST00210
SO0002942,2025-10-12,CUST00039
SO0002943,2023-10-22,CUST00351
SO0002944,2023-04-23,CUST00490
SO0002945,2022-08-23,CUST00162
SO0002946,2021-11-29,CUST00258
SO0002947,2021-11-09,CUST00295
SO0002948,2021-09-07,CUST00105
SO0002949,2024-03-08,CUST00106
SO0002950,2021-08-12,CUST00243
SO0002951,2023-07-18,CUST00005
SO0002952,2023-01-26,CUST00327
SO0002953,2024-03-15,CUST00097
SO0002954,2022-08-02,CUST00092
SO0002955,2021-01-31,CUST00320
SO0002956,2025-01-07,CUST00320
SO0002957,2025-07-01,CUST00202
SO0002958,2025-03-26,CUST00250
SO0002959,2024-05-07,CUST00009
SO0002960,2024-01-18,CUST00444
SO0002961,2021-06-16,CUST00004
SO0002962,2025-12-14,CUST00465
SO0002963,2021-05-10,CUST00179
SO0002964,2025-09-04,CUST00457
SO0002965,2025-04-08,CUST00057
SO0002966,2022-06-23,CUST00153
SO0002967,2025-04-28,CUST00152
SO0002968,2021-06-04,CUST00348
SO0002969,2023-12-06,CUST00195
SO0002970,2023-12-25,CUST00366
SO0002971,2024-01-15,CUST00226
SO0002972,2024-01-01,CUST00140
SO0002973,2025-12-08,CUST00403
SO0002974,2021-01-13,CUST00287
SO0002975,2025-01-06,CUST00039
SO0002976,2024-08-10,CUST00094
SO0002977,2025-04-08,CUST00252
SO0002978,2025-11-29,CUST00095
SO0002979,2023-02-26,CUST00173
SO0002980,2025-01-15,CUST00344
SO0002981,2022-01-17,CUST00254
SO0002982,2023-02-01,CUST00087
SO0002983,2024-10-05,CUST00084
SO0002984,2024-12-02,CUST00067
SO0002985,2022-07-23,CUST00326
SO0002986,2021-09-08,CUST00481
SO0002987,2023-06-28,CUST00220
SO0002988,2021-12-01,CUST00364
SO0002989,2025-01-23,CUST00062
SO0002990,2024-10-23,CUST00058
SO0002991,2025-09-28,CUST00328
SO0002992,2022-11-14,CUST00058
SO0002993,2022-06-14,CUST00447
SO0002994,2024-04-17,CUST00334
SO0002995,2025-04-29,CUST00200
SO0002996,2023-05-04,CUST00371
SO0002997,2022-06-03,CUST00063
SO0002998,2024-05-02,CUST00145
SO0002999,2021-10-27,CUST00340
SO0003000,2025-12-23,CUST00314
SO0003001,2024-08-09,CUST00437
SO0003002,2021-10-30,CUST00428
SO0003003,2021-06-29,CUST00214
SO0003004,2024-05-07,CUST00183
SO0003005,2023-10-21,CUST00040
SO0003006,2024-01-30,CUST00241
SO0003007,2025-05-09,CUST00441
SO0003008,2023-07-30,CUST00427
SO0003009,2022-07-23,CUST00272
SO0003010,2024-09-18,CUST00077
SO0003011,2025-03-19,CUST00183
SO0003012,2022-11-15,CUST00092
SO0003013,2021-11-01,CUST00135
SO0003014,2022-01-19,CUST00246
SO0003015,2023-02-21,CUST00204
SO0003016,2023-06-14,CUST00376
SO0003017,2024-03-26,CUST00288
SO0003018,2024-06-13,CUST00259
SO0003019,2023-09-05,CUST00378
SO0003020,2022-06-21,CUST00001
SO0003021,2022-11-16,CUST00011
SO0003022,2024-05-13,CUST00203
SO0003023,2025-11-07,CUST00161
SO0003024,2024-10-19,CUST00372
SO0003025,2023-02-02,CUST00456
SO0003026,2024-08-29,CUST00171
SO0003027,2022-12-13,CUST00035
SO0003028,2021-06-09,CUST00350
SO0003029,2025-07-21,CUST00178
SO0003030,2022-12-10,CUST00132
SO0003031,2023-01-04,CUST00253
SO0003032,2024-08-07,CUST00060
SO0003033,2022-05-20,CUST00056
SO0003034,2025-08-17,CUST00476
SO0003035,2022-07-07,CUST00294
SO0003036,2021-02-21,CUST00147
SO0003037,2023-07-23,CUST00067
SO0003038,2021-03-29,CUST00194
SO0003039,2025-05-13,CUST00118
SO0003040,2021-10-27,CUST00117
SO0003041,2022-10-14,CUST00057
SO0003042,2023-10-03,CUST00490
SO0003043,2021-11-12,CUST00420
SO0003044,2022-07-24,CUST00352
SO0003045,2022-08-20,CUST00127
SO0003046,2024-07-21,CUST00429
SO0003047,2023-08-22,CUST00086
SO0003048,2022-10-01,CUST00414
SO0003049,2024-12-25,CUST00131
SO0003050,2021-11-03,CUST00126
SO0003051,2024-06-02,CUST00476
SO0003052,2024-02-26,CUST00478
SO0003053,2025-02-13,CUST00117
SO0003054,2025-03-11,CUST00344
SO0003055,2022-02-04,CUST00166
SO0003056,2023-08-08,CUST00381
SO0003057,2025-07-23,CUST00198
SO0003058,2022-02-27,CUST00195
SO0003059,2022-09-13,CUST00483
SO0003060,2022-08-04,CUST00296
SO0003061,2025-02-20,CUST00040
SO0003062,2023-02-23,CUST00244
SO0003063,2025-10-14,CUST00269
SO0003064,2023-12-07,CUST00457
SO0003065,2021-10-23,CUST00488
SO0003066,2023-12-02,CUST00125
SO0003067,2025-06-15,CUST00078
SO0003068,2022-08-28,CUST00238
SO0003069,2022-04-21,CUST00093
SO0003070,2025-12-31,CUST00096
SO0003071,2025-02-15,CUST00110
SO0003072,2025-09-13,CUST00360
SO0003073,2024-11-15,CUST00344
SO0003074,2025-12-15,CUST00215
SO0003075,2021-10-29,CUST00397
SO0003076,2024-10-15,CUST00296
SO0003077,2024-06-17,CUST00164
SO0003078,2023-02-09,CUST00351
SO0003079,2024-01-31,CUST00365
SO0003080,2022-04-03,CUST00175
SO0003081,2021-01-19,CUST00121
SO0003082,2021-09-19,CUST00218
SO0003083,2025-01-21,CUST00477
SO0003084,2025-12-11,CUST00190
SO0003085,2024-04-22,CUST00002
SO0003086,2024-05-25,CUST00394
SO0003087,2023-08-23,CUST00094
SO0003088,2023-11-29,CUST00214
SO0003089,2021-06-22,CUST00268
SO0003090,2022-01-19,CUST00355
SO0003091,2023-07-08,CUST00194
SO0003092,2023-03-22,CUST00256
SO0003093,2024-03-10,CUST00061
SO0003094,2023-08-04,CUST00236
SO0003095,2021-06-11,CUST00106
SO0003096,2022-08-01,CUST00377
SO0003097,2021-01-18,CUST00487
SO0003098,2022-02-21,CUST00012
SO0003099,2024-03-07,CUST00415
SO0003100,2024-08-11,CUST00169
SO0003101,2025-10-28,CUST00178
SO0003102,2024-08-16,CUST00248
SO0003103,2021-10-15,CUST00417
SO0003104,2023-01-27,CUST00322
SO0003105,2023-07-12,CUST00068
SO0003106,2023-06-12,CUST00190
SO0003107,2022-04-21,CUST00371
SO0003108,2022-09-14,CUST00487
SO0003109,2021-12-07,CUST00425
SO0003110,2021-09-10,CUST00264
SO0003111,2025-08-29,CUST00171
SO0003112,2022-08-22,CUST00461
SO0003113,2022-06-27,CUST00400
SO0003114,2021-10-04,CUST00193
SO0003115,2022-10-16,CUST00279
SO0003116,2023-05-27,CUST00356
SO0003117,2025-06-01,CUST00362
SO0003118,2022-04-06,CUST00349
SO0003119,2022-11-05,CUST00117
SO0003120,2023-07-05,CUST00478
SO0003121,2021-11-08,CUST00074
SO0003122,2022-08-12,CUST00309
SO0003123,2024-11-03,CUST00019
SO0003124,2023-10-21,CUST00229
SO0003125,2025-06-14,CUST00004
SO0003126,2022-01-12,CUST00028
SO0003127,2023-09-29,CUST00111
SO0003128,2023-09-18,CUST00171
SO0003129,2023-01-27,CUST00105
SO0003130,2021-04-29,CUST00223
SO0003131,2023-10-17,CUST00485
SO0003132,2023-07-24,CUST00292
SO0003133,2021-05-25,CUST00160
SO0003134,2022-09-19,CUST00344
SO0003135,2023-01-18,CUST00380
SO0003136,2023-10-06,CUST00263
SO0003137,2021-11-21,CUST00228
SO0003138,2022-02-28,CUST00151
SO0003139,2021-05-26,CUST00370
SO0003140,2021-07-28,CUST00276
SO0003141,2023-12-20,CUST00405
SO0003142,2024-06-19,CUST00493
SO0003143,2021-04-11,CUST00039
SO0003144,2024-09-09,CUST00032
SO0003145,2023-08-10,CUST00306
SO0003146,2021-03-24,CUST00105
SO0003147,2023-05-10,CUST00497
SO0003148,2022-03-04,CUST00004
SO0003149,2024-11-25,CUST00434
SO0003150,2024-01-01,CUST00211
SO0003151,2021-10-31,CUST00445
SO0003152,2024-06-27,CUST00406
SO0003153,2021-08-01,CUST00303
SO0003154,2024-07-24,CUST00350
SO0003155,2023-12-23,CUST00281
SO0003156,2025-09-26,CUST00039
SO0003157,2021-06-15,CUST00360
SO0003158,2024-06-20,CUST00274
SO0003159,2023-05-06,CUST00262
SO0003160,2022-03-09,CUST00310
SO0003161,2024-06-02,CUST00120
SO0003162,2021-11-17,CUST00452
SO0003163,2024-09-11,CUST00251
SO0003164,2024-03-31,CUST00341
SO0003165,2024-01-21,CUST00119
SO0003166,2022-03-12,CUST00143
SO0003167,2023-07-31,CUST00202
SO0003168,2024-06-09,CUST00139
SO0003169,2025-06-06,CUST00358
SO0003170,2022-11-13,CUST00159
SO0003171,2024-08-26,CUST00475
SO0003172,2021-12-17,CUST00190
SO0003173,2024-03-25,CUST00442
SO0003174,2025-08-17,CUST00123
SO0003175,2023-02-22,CUST00132
SO0003176,2022-11-26,CUST00288
SO0003177,2024-12-21,CUST00388
SO0003178,2022-11-16,CUST00450
SO0003179,2023-05-04,CUST00170
SO0003180,2021-01-09,CUST00033
SO0003181,2025-06-30,CUST00219
SO0003182,2024-07-02,CUST00293
SO0003183,2025-11-24,CUST00360
SO0003184,2022-07-08,CUST00035
SO0003185,2024-11-25,CUST00305
SO0003186,2023-06-29,CUST00060
SO0003187,2024-11-02,CUST00083
SO0003188,2025-10-30,CUST00193
SO0003189,2023-04-16,CUST00244
SO0003190,2022-03-02,CUST00333
SO0003191,2023-11-03,CUST00465
SO0003192,2023-03-05,CUST00045
SO0003193,2025-04-23,CUST00161
SO0003194,2021-06-16,CUST00172
SO0003195,2023-11-20,CUST00127
SO0003196,2022-03-02,CUST00302
